Type_of_Renewable_Energy,Installed_Capacity_MW,Energy_Production_MWh,Energy_Consumption_MWh,Energy_Storage_Capacity_MWh,Storage_Efficiency_Percentage,Grid_Integration_Level,Initial_Investment_USD,Funding_Sources,Financial_Incentives_USD,GHG_Emission_Reduction_tCO2e,Air_Pollution_Reduction_Index,Jobs_Created
1,522.9185102,255824.83228919827,225416.0454,998.2130741,90.00701208,3,119996851.6,2,6358871.367,3885.026232,76.75495034,737
6,383.9271471,182908.78927925084,303428.4156,1168.542435,84.43648594,2,331549325.9,2,7798709.281,29150.72652,66.9502934,1368
3,675.6554933,398403.10354239016,218496.6146,568.9879812,68.72132599,4,386319403.6,3,12892613.04,18234.85725,42.36120488,4217
4,241.6081602,161173.73486472818,361101.158,8070.87459,59.91346692,2,387194611.3,3,15769288.86,17301.78357,46.89800391,3302
2,179.8912634,144449.5704095004,338219.2213,4344.755079,71.45458273,2,187863108.6,1,4034983.962,41371.52951,14.36354652,4663
6,633.4776676,185812.5900935704,4525.716279,6375.617771,71.5801785,3,338439192.6,2,19602970.44,13834.09899,32.17511047,645
1,88.85893363,85174.11984241105,341337.7237,6925.616551,84.5677817,3,196220857.6,3,9920341.386,31705.6014,42.83518838,237
6,843.6180095,231819.94662904128,345548.5505,8377.084092,65.79493408,4,431785917.4,3,13615728.02,49473.74658,52.89948402,1573
3,315.4156406,209998.50420999425,114260.2357,6283.723912,85.45771938,3,83085462.74,2,10719749.95,47920.32253,41.48103186,1846
5,510.4393677,272171.9942410001,151343.8552,8606.291748,58.13386156,3,467411733.6,1,11508783.63,38263.38376,17.41474688,3362
4,737.1135755,440362.6073812554,189405.2395,9787.732806,86.41189555,2,333174381.8,3,14105919.85,654.04368,88.39202603,4039
1,699.850658,384452.2114150047,218329.1056,3119.424824,99.42963925,1,378730981.7,2,4435909.997,29994.58839,98.17204089,4007
3,617.0318821,417932.37874842517,377915.9281,3030.988539,98.16855046,2,339291534.9,3,19268955.6,1287.156717,95.0516304,2233
1,948.8128121,600593.6764913832,29761.10991,4546.436346,68.78055311,2,413617016.3,2,1136451.81,15691.43412,19.63197456,4858
1,676.6012265,320032.568103681,403425.4896,6318.794504,71.38858193,4,153215426.5,3,19408754.47,41827.13382,13.56097328,3646
5,177.0099853,85446.58899777746,34342.67939,8842.715918,53.7988632,3,475136217.3,2,2984940.312,7766.81159,62.44701933,846
2,599.5450031,316290.24481535645,373045.576,6663.725135,67.3981991,2,71370482.62,3,6030137.257,28992.85521,68.45333232,4020
5,833.0979838,552922.4624617939,29464.18925,1978.887221,70.52677759,1,271084716.9,1,13754479.51,2254.383196,37.26239381,2054
6,932.8148478,334314.3687902293,311716.5356,9449.530545,86.45801415,3,1606254.18,2,18898922.32,24644.87493,13.1981171,2467
1,735.5834195,417530.6702655364,335737.8095,3256.618852,98.74489167,4,216055905.6,3,11316441.2,35828.27103,34.71348297,89
4,465.1436661,218720.67355197866,359494.2765,7670.076392,77.58062802,2,54523652.62,2,4695916.459,2299.450271,39.6111465,4377
1,41.99880085,52365.03343401212,153748.1198,240.3112575,62.25158055,3,327574493.3,2,10889210.21,20504.57196,21.79207158,2312
6,749.145603,416452.89757835853,283026.9922,745.5152201,53.48498402,2,488147455.0,3,2579984.15,40369.93965,46.20827378,1457
1,615.0586972,379919.84608616313,415996.3555,5976.804995,76.08195306,2,33818544.03,1,4775159.971,35491.97554,7.496268373,944
7,20.38694626,38278.046887211414,392609.2278,8387.116117,62.66807733,2,66889689.35,3,1081211.211,4387.312028,69.66352526,4267
7,684.9476493,223123.50581542138,148255.2998,1712.077323,70.35793892,3,184720700.5,1,18168444.65,49166.31226,17.40536168,4892
4,982.804896,444078.8837448441,95457.69603,7822.416881,72.6008238,4,351463731.5,3,15780306.2,47032.98408,54.92801532,1242
7,817.7906999,322190.2857233194,215092.7674,8383.026428,94.19041432,1,431222954.6,3,3918967.94,20418.18055,85.35190214,1205
6,96.639063,63825.19312143081,326379.2496,4238.267135,77.30385863,3,31166291.1,1,10841790.54,46909.99574,29.21262768,999
3,454.018676,256874.42025482343,26579.79088,7722.56921,84.70451305,3,68200929.33,3,17869792.52,25924.8466,89.61202776,4476
5,934.7274556,456643.406918042,107283.4776,9649.365075,70.69503176,1,277053629.3,1,1940793.398,7915.176348,19.97407728,2194
3,718.2747599,481185.1724170045,210549.4732,9052.846461,63.61046976,2,363926891.7,1,16306663.72,10070.02386,78.22356878,1499
5,415.1224781,163898.7125294014,401915.0221,1750.504974,67.05229547,4,32751992.37,1,1368906.817,36171.61081,46.10341049,3417
3,184.9150206,142293.47649462457,41306.13512,6359.859195,57.34239879,1,262885012.1,2,19934893.91,46046.78473,68.61091604,4634
6,507.6944323,183698.30607678293,154157.799,1386.425773,59.81627358,4,499678618.8,3,17100451.62,40188.00078,26.10844803,2286
3,879.0742426,440596.8990361846,149012.2075,3236.143972,53.59883058,4,390179320.3,1,11402969.82,11816.86082,79.6386292,1332
5,988.4192884,327469.0338512287,288644.4537,5093.590115,95.70344196,4,228004113.7,1,829698.369,32707.11798,29.17128429,2773
7,135.2703665,95849.83099119071,305075.7747,8582.93132,62.73961624,1,18064194.04,2,16413514.53,19244.49747,65.25058588,1664
3,596.893326,339483.08696685894,191168.4837,5167.627562,90.81798815,4,302971781.3,1,13895021.51,46909.14891,11.76402784,3479
1,592.2497837,347238.549007476,429951.6111,17.2391255,53.16946949,3,338997957.6,2,9090362.806,21084.2117,39.9240226,2360
4,784.90669,447258.84568799706,52386.03034,5006.79485,87.40143833,2,355738795.3,2,12401264.76,27245.87917,25.83573476,1227
5,419.6451272,234312.2795412357,391999.5402,7955.090439,57.89459709,1,304382106.4,2,13562139.19,24229.55948,72.63022762,2927
6,609.3393129,327136.969604104,438690.9919,8704.985832,94.4720858,1,423089367.4,3,19625311.42,4176.243814,92.34085211,3567
1,375.4818264,200034.3246754776,310696.3927,7689.32543,87.65120652,4,240107270.6,1,9460479.104,407.944335,69.83886305,1294
1,564.1008395,279733.85857766005,131022.728,8694.985471,55.78375346,4,310165156.7,1,14175491.31,2607.588574,58.20274326,2588
6,577.7597728,231571.43394679166,406847.8338,9766.845662,95.13768265,3,143008864.9,1,6861129.113,37375.87315,78.15168455,4832
6,268.389362,127061.1276036151,85145.38891,2246.83334,53.20509404,1,271565210.2,3,9146522.603,39664.05046,34.82770906,3706
2,707.3734854,337708.4270216578,273511.3006,9692.583572,91.37726413,3,224025020.7,3,17747710.49,37404.57829,48.22002003,56
1,871.3010347,313077.36893220583,90685.10522,2991.266621,55.90759454,4,72385851.54,1,648433.2312,28621.79005,88.19963416,2978
1,531.5918788,208210.04962587403,111378.2889,2732.047857,81.65436721,4,145711937.4,2,19799928.03,212.8858048,66.71415797,4782
4,384.8713984,258848.4502294824,218464.9668,7488.695238,79.44784257,2,456346649.9,1,12730902.9,19902.8331,59.42437733,722
6,741.8949994,330083.8077146874,320610.6236,4944.228769,91.24842113,3,7392243.104,1,11299314.67,28820.46423,75.27033994,598
4,129.3063369,79475.62500052442,430308.7435,9229.961292,67.42337423,4,23117405.37,3,8303236.802,40469.45438,89.34997654,2291
5,785.9511903,404186.47528477863,89263.9815,9750.025847,59.43944126,2,265164467.5,3,18978212.72,30768.1354,95.57184722,4804
3,508.6889635,348387.39916899113,259748.0473,2779.712173,50.18182865,2,133651424.9,2,14338798.2,18886.80789,42.93270447,213
2,41.48577499,51502.40472763535,9591.965944,3750.647614,87.04189425,4,291651787.0,2,3074558.594,17170.90337,41.16695212,66
2,172.8323965,96832.67033669213,188804.8222,9607.278016,80.84533986,4,3782599.048,2,14920016.96,9766.841295,92.63356471,719
6,488.3158724,287341.11048004986,3527.563274,6402.541243,96.34867675,1,370747670.7,3,15008098.88,315.8469796,33.69529027,1797
6,265.3794556,121370.3149044398,15985.39328,8774.918501,55.81243172,3,60672453.95,1,4662075.517,43819.15251,65.71678147,2081
2,93.36434008,76538.43274461117,75733.48723,5034.973921,77.63590685,4,50736735.43,3,15182927.26,10461.00111,78.86921125,3614
3,219.348741,169474.70729461327,92364.2574,8843.93512,96.02523995,1,299646648.3,3,13137112.27,33728.05082,89.67038086,194
6,204.5120923,104669.4600272417,423763.4666,7583.944748,80.99940863,3,296472360.6,1,1489159.829,21650.71549,23.18702181,1396
1,692.2673018,347241.63961498317,315959.3647,7912.446575,80.76539074,2,120632086.8,2,2680237.389,49469.11718,1.688542729,2004
6,961.1413939,375676.8274590564,270388.4051,8363.847766,91.10319067,3,491930876.6,3,12532456.53,26032.34085,76.11212411,2633
2,179.5014054,129818.18909770626,246911.6188,3007.742495,66.60531267,2,45073328.0,1,2027006.175,34107.07678,16.79435652,622
5,293.4153973,148200.10870855866,179513.5161,1304.087204,88.03741241,3,219742197.8,3,16128154.84,40741.19078,48.64748536,1505
5,633.2592761,251487.70774591365,178609.1724,154.7379094,80.94640821,4,97038987.15,3,4815009.127,14561.48345,73.36872693,715
6,906.8205714,350767.21493106836,448652.1134,8354.318203,61.08027178,2,67920076.01,2,3235886.402,7936.749348,52.75282874,2075
4,177.0356511,81813.00203659467,346140.3052,7722.376776,66.5162873,4,352610622.0,2,10674302.03,12555.43485,74.7427624,877
4,130.6036377,104590.71755455536,252519.4307,6282.693572,52.42052159,2,479474458.9,1,14921939.42,43910.13789,93.96318346,982
6,728.311097,294517.87422910804,314012.2349,2516.524936,57.63060562,2,40365939.02,1,15952776.02,3511.64632,88.67683237,567
7,379.7467851,167948.15352836804,94684.00194,6503.879582,50.93667595,1,21588967.17,1,9034991.463,10653.97769,18.86139632,2771
1,386.7879866,248500.8782173083,234378.9819,7505.674882,71.76099611,2,242563785.1,3,16111659.31,10215.09269,71.13197587,4219
4,655.6714406,287966.4115780559,185755.9835,3280.368699,61.48351459,3,9550568.937,3,680992.8556,46693.81008,84.13820323,760
7,151.4909708,83148.0215209185,428074.9773,1694.18895,85.57871769,3,447467871.6,3,13410364.88,28786.39566,19.51950273,1543
5,72.13162388,56952.77630220677,58337.34104,7247.406741,69.004028,3,240433824.9,2,3661519.785,31014.53843,92.60633004,4095
3,826.5513199,548832.3497557698,198768.196,6073.723262,94.09518377,2,420800113.1,2,3684422.834,922.3401575,38.57854938,3448
7,34.45151469,46499.20151213239,262396.9084,2648.947536,53.54400664,2,323996423.6,1,19116003.93,15407.6949,74.68100408,2891
7,52.6197864,52488.60128326545,281007.8725,3734.561588,77.67193889,2,476246473.7,3,14838488.71,33667.52899,91.62358011,521
4,396.5053552,215578.9944811942,268730.3179,2148.385248,87.65031357,3,307093047.8,1,15066881.57,45999.38273,83.93221151,750
7,188.6652162,95360.96628031586,157259.7365,6274.445622,58.73448457,2,24418326.65,2,12433682.25,15279.03476,49.33098839,3329
2,291.3517017,186132.0909414693,182651.8166,9682.003129,80.2293331,2,97652141.84,2,7543338.785,16982.7931,55.85195027,2826
5,290.1010202,153526.43896121177,165703.1476,8130.400073,89.99848604,1,145488001.9,1,18016573.02,28477.82762,45.36314448,2483
1,882.1446985,374738.07009706885,288833.0229,739.7754297,56.25310971,4,429550274.7,3,12865213.87,487.6967304,22.26265469,4370
2,172.0950619,121603.70611080191,153289.932,9222.13812,86.73679927,3,313045537.8,3,13152584.48,18240.13567,52.7488894,2751
1,504.0739239,347360.4375066619,411526.5866,8773.224718,92.31051259,1,330351873.0,2,11431014.66,37728.10742,46.92267932,1836
2,837.3110155,356943.5168701771,61959.28726,1477.329219,68.89729671,4,385173899.6,3,2891505.286,15642.05796,10.67153386,2173
1,41.35423623,54770.89014363784,128546.2516,1714.591398,74.15680763,4,404500346.8,1,15322404.94,4366.204075,84.4389228,501
7,925.1133247,334637.2765643523,117523.5147,5365.236676,74.35011792,3,142960376.8,3,1754040.261,7540.896529,71.80679246,1253
4,677.9698535,361328.3858079455,391858.3223,685.1708382,64.38583045,2,56838209.54,2,9329773.742,37864.34038,60.96881154,488
1,41.44115321,52025.43206313366,269970.3863,5139.87523,58.83465726,3,211631784.7,2,3501989.849,25407.50626,68.29282962,2938
2,856.5244938,363967.6147486146,135206.2965,7765.285692,59.6340235,3,49404917.94,2,9087285.722,1877.893081,89.83252778,4627
2,822.2593164,343828.68415611744,126617.0165,2375.031862,68.24564522,4,111622824.1,1,3400307.373,49468.74373,4.370734626,2994
1,62.98569423,63269.95110242875,421593.4815,9513.534294,94.68806059,3,442199361.6,2,3145685.058,34619.8215,38.6468235,2738
5,107.7072706,86217.63530674795,422902.0609,3728.911197,79.51770292,1,109090812.6,2,15573429.52,24034.55345,20.57962416,1215
3,574.8748751,328786.00478358706,342727.7994,568.9250135,76.05161329,4,56091584.17,1,3714641.505,32077.88301,62.68280718,187
1,883.0638173,556042.1884267282,280505.524,4864.399926,94.08058135,1,86021900.52,3,15524752.2,4087.864205,60.14467163,2384
1,830.4468487,436324.2612947596,430064.2598,5356.829502,79.15172003,4,375277697.0,3,17742417.43,16164.43513,52.77966805,399
3,690.0440981,463547.7023572306,372939.6254,1375.240011,91.52420952,1,44272725.48,2,3990068.234,5943.280961,15.16699314,543
3,144.7080038,106122.48673384765,237149.3759,8071.209433,91.1506829,3,88302643.86,1,10959374.62,23564.35026,91.41081531,3223
4,474.5356059,271351.5370229248,277028.7856,8471.145915,94.30073056,1,224384885.4,2,5744131.742,22740.34541,87.49703892,425
4,531.3404261,235833.0610683439,446544.6317,6577.100766,88.77079095,3,228737706.1,2,11965381.85,29037.01796,58.72142498,2947
7,410.2293813,167032.45855115587,236497.3423,9712.597,98.06904916,4,54560561.77,3,6619061.049,36506.86232,72.22495531,654
6,670.1449273,314818.5465838264,78310.74277,3499.17673,69.7896791,2,140084950.2,1,14906228.89,44938.14054,6.069144784,2767
7,163.064582,83558.63906891961,436246.7397,42.46269059,81.3033142,2,201017840.9,1,17914033.93,32662.9814,63.36046847,3532
3,500.2316697,344959.93964038306,186417.8006,8412.171359,61.99880038,1,29492179.95,3,17208454.75,45673.46063,36.56590497,99
5,418.9580361,245355.83935257114,102485.4476,4170.646047,82.60965477,1,498548346.5,3,6702637.448,23963.25727,73.45166863,1279
1,731.1501591,362203.9276631482,158425.8528,456.7967475,72.80122527,4,49463301.53,2,8131614.447,30601.62469,18.3585949,3576
7,98.26440543,70075.64183492106,106949.0219,2683.204117,67.87236081,2,453743366.8,1,18462641.06,14441.28968,36.93777925,777
5,55.80615317,52417.55653127626,222644.8316,4027.459902,76.24739902,4,243770485.2,3,531588.1617,1251.512018,79.99028092,1089
1,226.8808598,132515.60166793715,101539.0472,946.5069589,80.30850221,2,155690825.8,2,3772364.156,49186.41295,65.39002384,3739
4,466.1420335,264649.88343944185,423071.562,1963.798073,92.63494858,1,48045578.58,3,4700387.897,15616.0784,94.73888516,2143
3,381.8906635,271024.86973366153,72055.39741,623.3133584,98.87034278,1,171788496.7,1,14021815.94,9977.424359,93.0133912,948
2,75.38020197,70070.1662044657,182162.4412,8848.544619,50.44168382,4,358148536.7,3,14559103.18,33445.96112,20.09708909,1914
1,552.086575,377356.96051649866,139489.0853,1909.855746,51.6364376,2,20779090.1,3,1907704.303,19163.64638,3.037809173,2391
3,939.4736998,613646.3113238503,365448.528,8313.640956,63.55457056,2,434237565.0,1,18467239.33,7791.612553,87.08517662,2430
7,176.1701947,103517.55539281163,126863.2576,4186.881472,77.20625126,1,122877102.6,2,6427707.933,11705.24733,67.93262763,4727
5,999.9092365,619361.3493508431,433603.1092,9159.124322,62.74502634,1,426871857.3,2,11180170.38,42765.42045,85.02799172,459
1,442.1264151,218379.27968738033,47286.47588,4500.775093,87.94491426,3,433478051.8,1,7916519.877,38707.21859,94.29069972,2060
7,256.9257437,115138.11249599341,445412.3798,1264.62505,78.91167238,4,191664298.4,1,15534558.25,669.3746725,45.8422876,1364
4,852.4373554,330078.91504369624,273888.9117,6499.445608,87.56704503,3,444889628.8,1,5964347.34,35460.3953,60.4121581,2824
5,249.7296479,107343.23182570771,276425.782,3949.92883,99.30906964,3,477839555.7,2,364749.7376,30715.0004,51.75228228,3096
2,419.7481362,211059.27778875013,426426.5694,7514.488547,72.19673272,2,111425889.3,2,16066404.98,22220.91101,60.91118035,2472
2,638.5705861,284280.6962677198,227475.2766,3868.688732,67.08689515,4,8276635.816,2,654762.9052,26285.70562,98.60301141,2017
2,844.9661138,457434.49656139116,73168.4358,2672.14417,52.78045271,3,465099925.6,2,15162381.58,25998.8545,94.98784125,2874
3,630.1949378,418767.17346128577,223914.8702,8156.742393,50.79776837,3,432599467.4,2,12692962.34,34871.10119,3.324223302,1056
2,398.5953884,266003.17482201423,391269.9667,5546.616003,64.04788032,1,359141599.6,3,6850223.61,7565.099513,87.02106428,4358
3,654.9235338,277598.63885425095,361783.1987,6286.209894,63.43216891,4,338721162.0,3,405854.6732,30467.12288,30.34042137,4488
7,225.369695,131091.61783640727,159527.9321,5029.98664,83.25736934,1,165837812.8,1,14016436.76,634.5029864,58.51158238,833
2,591.9298607,279551.35747556837,232718.664,2586.069694,73.22626414,3,475643958.1,2,838637.8644,7161.189982,44.30221842,1922
4,560.6881146,296989.8750204721,44468.53628,3218.884395,96.34181352,3,213957241.9,3,270831.3819,10842.96464,2.477275176,4051
7,447.8100926,136627.82974225865,355491.7002,9313.305328,65.94053317,3,104978788.0,1,13807565.09,25033.84108,62.76283487,649
7,894.3841447,389690.6359214777,404630.9857,3947.044058,99.46440462,1,294376022.1,2,1920113.324,20925.73921,77.88978605,3737
2,620.2246694,419927.1137925387,373646.0453,3672.666544,68.74965708,1,424717415.6,3,5006828.682,19518.60521,41.39899935,4414
1,262.8944188,196680.43112323634,370018.0295,7918.517009,98.1751986,1,253202595.8,1,1694903.105,31907.2866,69.21129982,1659
6,18.21950675,39114.46902703977,270823.1124,537.3794973,87.5433888,3,452648650.2,3,7034920.073,41901.83273,25.86072714,1078
5,699.4366411,411911.7177105333,267586.1584,4678.377844,92.68693922,2,146344508.1,3,5979123.597,12606.47659,79.97422301,457
2,408.9815177,254711.76054661212,359580.2248,9150.741462,64.17533143,1,47601711.72,2,16999077.01,34695.42241,55.115389,2619
2,987.5928987,565584.532062864,223632.9685,8776.960142,55.19140355,3,386683106.6,2,14600337.17,10374.63582,58.5025042,3356
6,677.1651066,299749.376287625,355433.3446,2004.167494,69.8936495,3,435119671.7,3,13871304.53,49281.63832,70.79389358,3146
4,710.0635281,334891.7474263777,168786.0892,8926.918815,54.61245847,1,184606412.5,1,13577445.47,15010.38562,59.73102945,4288
4,485.5053728,239291.31875579926,285130.1515,1652.584843,72.43492142,2,173027544.8,2,18156953.33,5537.389336,4.97587729,200
5,726.3991825,263217.1026983538,84097.46118,7842.521974,99.99035054,4,426683806.7,2,17807804.39,44600.70601,74.55105104,3644
1,22.634473,44500.26331090156,241569.5001,3378.035221,67.62204293,2,128945503.5,3,8964517.886,19674.66334,55.8501374,4294
7,324.449409,123308.18549994845,431876.3458,1884.700655,88.35708284,4,290603486.2,1,17121848.72,39906.88813,92.97297685,2001
7,507.7653082,247126.11214645414,101565.1994,3648.629904,56.08730465,1,375405902.2,1,2660996.595,35462.81003,51.83480109,775
1,577.2380684,361406.961926986,77436.31117,5073.627842,56.49201487,3,297003445.3,1,16930136.36,46619.75364,54.16819315,4105
7,985.5176175,320940.55816981674,161575.0722,3360.561335,73.00786905,2,97681704.06,1,2799591.969,44605.76938,3.551864915,1064
3,103.2498914,88263.65647205705,163920.4341,7813.455335,53.69853617,3,447569603.6,2,13692072.69,38798.89099,13.57605926,904
4,116.2178767,98758.8390549992,310526.2006,5679.282313,55.87798904,1,440089710.0,2,4465392.248,44729.67672,1.210670652,2797
7,568.8769886,294040.18685613706,253565.4724,1392.013226,73.46238023,1,359423665.9,1,12266472.88,10321.49443,49.19744544,3387
1,293.5572447,215837.42707291362,408375.4428,4035.705431,85.70271529,1,387635737.1,1,7858701.544,22743.64502,69.85263613,3115
6,552.8598811,278385.7394250739,224175.1432,7628.708373,87.62457139,1,45350102.81,3,16062918.11,31125.37941,74.14166436,1092
5,754.1204462,292487.6649195745,213585.4067,1389.414576,97.44363949,4,310099225.8,1,16877100.3,18644.1943,37.95911017,3004
1,778.0066339,509662.2482066852,324043.4134,9474.276552,79.57129539,2,304961274.1,1,5625536.038,25221.85568,4.731813993,31
5,422.2700076,191118.13481853035,208518.6851,7781.01077,79.50771903,1,325575270.2,1,18869978.11,46221.68911,49.47248001,526
5,872.8678423,483275.11229465774,411996.9176,4721.62791,59.01988289,1,452423980.0,3,5554944.725,26417.00016,89.45113422,2171
7,27.17094917,38678.302463424654,20703.74225,9275.735368,61.64311974,4,346170939.9,3,15597349.75,14289.69327,76.68084207,2156
3,991.0192781,651585.8278391154,144053.1731,6241.833064,68.47903692,1,445482878.9,2,5161576.722,6432.510233,68.62435776,4781
2,872.479535,488200.5075421722,412015.0594,584.1011323,85.9169093,2,155525398.2,1,4748410.505,16731.10535,74.21898393,4900
5,271.1430681,188833.24625031475,48299.46338,734.5182269,88.71790208,1,322940902.4,3,7192858.148,41828.89357,1.468845221,3649
5,978.8557594,342182.13946090464,56965.76811,5418.901073,96.90292559,4,61653579.51,3,8145547.702,34851.3621,36.62534423,3307
5,802.214283,276425.2190956326,22524.34068,5535.04591,61.50004035,4,170094580.6,1,17060505.41,23251.22419,38.5132399,324
2,634.7792795,382574.1157302557,122618.4206,752.9285857,84.74811851,2,408067411.9,2,7369080.128,41293.85437,24.58128641,4112
7,564.4494998,227477.8008685739,377582.0208,2663.456021,92.83101742,2,409915705.5,1,11132130.09,19497.80895,2.187187977,2149
5,850.604066,384687.93146202085,417699.7102,2923.896618,75.9018524,2,286943533.0,3,4211959.076,1422.554715,43.46423497,891
5,438.4962601,163044.92149530776,60883.38078,195.8075598,95.77533129,4,375705730.0,2,11822272.12,47722.34162,65.58434287,4730
4,211.5448692,88681.18027830575,391825.5634,5111.050085,77.95980992,4,199844759.8,1,12546845.0,27144.64846,81.8013506,2767
5,565.0037485,249404.4009778504,22596.35173,8537.093042,58.38516481,2,312045718.2,2,7224079.987,2554.753505,54.48871643,868
6,820.4840473,218908.02167269535,213048.0249,9387.267846,78.72067199,4,68189408.23,3,13440448.14,446.6263005,75.68491427,993
7,401.6692206,203109.2707047175,106853.8831,5165.393629,84.4631069,3,389596038.1,3,11684048.55,2539.8843,84.71005463,4070
6,208.5854556,109660.34658704713,291392.2699,2512.458683,63.12268126,3,20280594.07,1,2471060.644,47855.74248,77.25651434,1033
2,82.37563371,83898.99192751662,388327.9666,164.3319237,76.43753872,1,194330450.2,2,8220543.511,34240.99172,55.55515683,909
7,447.4961753,129531.72994780233,53813.6613,455.2045338,53.46105797,4,243330830.0,1,10801952.87,27775.17706,54.01124571,4018
5,105.563396,64490.87529518211,329574.6774,1179.818382,65.65187867,4,442354629.2,2,13927494.57,44687.53316,52.55613071,3273
6,89.64875351,81939.10140904019,89922.19565,4650.726015,95.1107753,1,499421076.4,3,11300125.97,26284.93627,68.63160446,3957
1,851.6903231,564538.2662310457,89390.30162,8895.60965,53.3489577,2,336057953.9,3,5467596.878,30883.61955,66.99553073,403
7,209.7940052,88714.77524253112,385767.0683,7564.107555,78.61478123,3,109009470.8,3,16292304.48,35305.41875,33.86217094,1684
2,878.7572136,338369.59652564814,371756.3401,1277.332513,97.86579852,4,246347332.5,1,1501353.986,16355.90356,62.95364588,701
6,458.204424,195447.39702876052,419193.6333,6582.915868,97.90068441,2,75595698.31,1,10266525.7,43714.32567,54.36672584,2994
7,470.6081783,168170.54406536202,425968.2805,5319.580892,69.59373089,4,436975932.5,1,10461338.37,10558.86503,62.73143726,3308
3,883.6266275,583979.5311563594,170097.306,7722.617111,62.259415,1,126428993.3,1,15394387.79,27622.05002,51.51289867,2944
6,891.6237125,231619.63896724777,185262.6792,8887.653559,96.34329787,4,403734622.7,1,5151073.893,41917.97447,84.2631321,422
5,548.9007091,315450.96695849794,38877.00998,8608.335925,52.13057566,1,336620300.0,1,2756126.509,44233.48475,17.3345017,4545
6,137.9532188,99666.16897042454,6355.069548,6212.048847,60.80561148,1,13624537.16,3,7251220.23,6302.942547,75.3469155,2585
6,545.3437829,178619.74699510838,42797.18579,544.1775555,92.91665227,4,147858441.2,1,4455488.087,43707.36152,15.39539508,3341
2,737.7831245,457940.27706696786,115626.403,4012.969966,72.74415876,3,424727436.6,1,1802363.902,18829.77454,16.46302198,3232
1,902.4379741,468975.36563603394,272176.6369,1050.657265,99.94732125,4,331237347.8,2,13553995.79,24540.02565,84.43062446,4139
7,30.81052677,42570.3391453863,333861.0204,2775.855648,61.71839355,4,376146063.0,3,17649752.42,35516.09893,9.025475467,3499
5,938.7504249,417997.5551866304,31969.40398,942.3633886,71.40770287,2,255280998.6,2,16935425.05,41995.75765,7.736538837,2380
7,208.0788611,87295.37560114905,103900.826,5453.61968,93.60979025,4,111570425.4,1,15974339.17,23102.67931,72.29856061,3537
5,518.6076729,237000.13793190854,193329.3141,6315.388314,57.466088,3,429137359.7,2,19241107.15,40645.82231,31.19481378,2237
5,901.7875906,287120.93842550716,7582.244049,7240.229337,65.75270576,4,240046352.8,2,13488344.21,803.7228964,46.1770302,2638
7,390.3837259,173479.96861393237,280643.9281,5546.414941,98.40520129,1,282412324.8,2,5817601.761,5725.424701,28.63422431,2396
2,975.9723512,526604.7756574582,278363.4352,717.3469971,69.40154233,2,317853631.7,2,9539286.346,46037.18902,8.034267841,4790
7,538.8082853,205401.19674112776,126553.1928,9728.609861,66.67793914,3,388381306.3,2,13089259.57,9421.003278,10.48292184,1505
2,856.3435922,447417.15149510215,422826.4736,9854.583697,74.59085487,3,105519624.0,1,11764040.94,7633.793223,27.84971385,2852
3,669.4404447,261599.5059396601,387821.5616,241.2574297,55.53697525,4,414930298.2,2,1237613.409,5630.114543,18.92500943,2030
4,281.1753067,141939.47961657777,142536.6722,1975.66175,73.92630053,4,426257229.3,2,14222293.4,14452.83411,42.08048489,2677
3,210.6542655,139736.55829957064,435482.6646,6883.762269,71.87474579,4,217114853.9,3,12708252.39,15535.562,99.58588975,2900
1,518.7115916,353855.2409686872,201214.3741,9655.433045,86.62017643,2,498050504.9,2,10460610.46,6783.698456,91.66646619,3610
2,542.491199,332141.00953988533,106833.7628,9960.145793,82.50893433,3,380548032.6,3,14922150.6,21042.56412,26.1758323,81
3,677.7307576,378203.19308766455,207661.4223,3927.681894,63.38073817,4,110426214.5,1,365271.0334,15769.15504,89.07800716,2281
5,902.7251483,409068.1706430615,305283.8726,9370.404378,83.39412066,1,34722192.25,2,6917733.22,44531.66682,93.01514551,927
1,544.6500716,309225.9595115668,402957.5636,5427.408044,79.10702742,3,67031819.26,3,13671346.81,31373.67858,56.55475281,4916
6,556.4118831,197707.1401913981,222755.5816,6503.818234,66.55439588,1,128874458.6,1,8102205.687,18549.59855,86.81776844,3947
5,26.95618474,45477.23359018934,408244.3021,8598.830177,97.21624831,3,278020064.3,3,10968751.16,4469.919011,53.40411422,4188
3,243.0740987,184297.43051150846,412463.8331,6810.489985,66.12128853,2,138584322.4,1,12630760.28,40321.94641,65.11742207,114
1,193.9387666,144874.39888456673,124592.1976,8005.337165,86.23353888,1,441751255.3,2,10881616.45,5613.208685,16.66789431,940
5,164.0588616,94273.47894474055,43398.94547,6628.570728,79.29011301,3,465164553.0,2,8810820.302,9864.093716,17.79013141,1458
3,7.331006584,37013.89325506115,416020.3254,4769.338142,63.23959516,4,293706499.7,3,3931297.251,26497.88465,5.349356645,4885
5,43.39738236,48947.39444427105,323282.4806,9201.641069,61.97227632,3,437172276.0,1,4013746.051,1039.196921,80.30308454,4494
2,88.40064697,86239.09916107965,291638.8873,2053.250649,61.89758874,1,26771143.58,3,866271.9747,40248.57801,39.32050945,4275
7,158.7022257,92896.4320555827,358925.7902,2416.396529,77.88686537,3,393367515.8,2,14131933.62,20724.33132,81.18718778,47
